"TIME","GEO","INTRT","Value","Flag and Footnotes"
"2014M03","Ireland","EMU convergence criterion bond yields","3.05",""
"2014M04","Ireland","EMU convergence criterion bond yields","2.90",""
"2014M05","Ireland","EMU convergence criterion bond yields","2.71",""
"2014M06","Ireland","EMU convergence criterion bond yields","2.44",""
"2014M07","Ireland","EMU convergence criterion bond yields","2.28",""
"2014M08","Ireland","EMU convergence criterion bond yields","2.02",""
"2014M09","Ireland","EMU convergence criterion bond yields","1.75",""
"2014M10","Ireland","EMU convergence criterion bond yields","1.74",""
"2014M11","Ireland","EMU convergence criterion bond yields","1.58",""
"2014M12","Ireland","EMU convergence criterion bond yields","1.31",""
"2015M01","Ireland","EMU convergence criterion bond yields","1.22",""
"2015M02","Ireland","EMU convergence criterion bond yields","1.12",""
"2015M03","Ireland","EMU convergence criterion bond yields","0.80",""
"2015M04","Ireland","EMU convergence criterion bond yields","0.73",""
"2015M05","Ireland","EMU convergence criterion bond yields","1.25",""
"2015M06","Ireland","EMU convergence criterion bond yields","1.65",""
"2015M07","Ireland","EMU convergence criterion bond yields","1.47",""
"2015M08","Ireland","EMU convergence criterion bond yields","1.29",""
"2015M09","Ireland","EMU convergence criterion bond yields","1.31",""
"2015M10","Ireland","EMU convergence criterion bond yields","1.14",""
"2015M11","Ireland","EMU convergence criterion bond yields","1.10",""
"2015M12","Ireland","EMU convergence criterion bond yields","1.11",""
"2016M01","Ireland","EMU convergence criterion bond yields","1.05",""
"2016M02","Ireland","EMU convergence criterion bond yields","0.99",""
"2016M03","Ireland","EMU convergence criterion bond yields","0.85",""
"2016M04","Ireland","EMU convergence criterion bond yields","0.86",""
"2016M05","Ireland","EMU convergence criterion bond yields","0.84",""
"2016M06","Ireland","EMU convergence criterion bond yields","0.76",""
"2016M07","Ireland","EMU convergence criterion bond yields","0.47",""
"2016M08","Ireland","EMU convergence criterion bond yields","0.40",""
"2016M09","Ireland","EMU convergence criterion bond yields","0.42",""
"2016M10","Ireland","EMU convergence criterion bond yields",":",""
"2000M01","Greece","EMU convergence criterion bond yields","6.60",""
"2000M02","Greece","EMU convergence criterion bond yields","6.48",""
"2000M03","Greece","EMU convergence criterion bond yields","6.24",""
"2000M04","Greece","EMU convergence criterion bond yields","6.09",""
"2000M05","Greece","EMU convergence criterion bond yields","6.18",""
"2000M06","Greece","EMU convergence criterion bond yields","6.06",""
"2000M07","Greece","EMU convergence criterion bond yields","6.08",""
"2000M08","Greece","EMU convergence criterion bond yields","6.04",""
"2000M09","Greece","EMU convergence criterion bond yields","6.05",""
"2000M10","Greece","EMU convergence criterion bond yields","5.97",""
"2000M11","Greece","EMU convergence criterion bond yields","5.87",""
"2000M12","Greece","EMU convergence criterion bond yields","5.54",""
"2001M01","Greece","EMU convergence criterion bond yields","5.35",""
"2001M02","Greece","EMU convergence criterion bond yields","5.35",""
"2001M03","Greece","EMU convergence criterion bond yields","5.28",""
"2001M04","Greece","EMU convergence criterion bond yields","5.39",""
"2001M05","Greece","EMU convergence criterion bond yields","5.54",""
"2001M06","Greece","EMU convergence criterion bond yields","5.48",""
"2001M07","Greece","EMU convergence criterion bond yields","5.51",""
"2001M08","Greece","EMU convergence criterion bond yields","5.33",""
"2001M09","Greece","EMU convergence criterion bond yields","5.31",""
"2001M10","Greece","EMU convergence criterion bond yields","5.07",""
"2001M11","Greece","EMU convergence criterion bond yields","4.90",""
"2001M12","Greece","EMU convergence criterion bond yields","5.13",""
"2002M01","Greece","EMU convergence criterion bond yields","5.24",""
"2002M02","Greece","EMU convergence criterion bond yields","5.31",""
"2002M03","Greece","EMU convergence criterion bond yields","5.50",""
"2002M04","Greece","EMU convergence criterion bond yields","5.51",""
"2002M05","Greece","EMU convergence criterion bond yields","5.52",""
"2002M06","Greece","EMU convergence criterion bond yields","5.37",""
"2002M07","Greece","EMU convergence criterion bond yields","5.21",""
"2002M08","Greece","EMU convergence criterion bond yields","4.95",""
"2002M09","Greece","EMU convergence criterion bond yields","4.73",""
"2002M10","Greece","EMU convergence criterion bond yields","4.79",""
"2002M11","Greece","EMU convergence criterion bond yields","4.76",""
"2002M12","Greece","EMU convergence criterion bond yields","4.58",""
"2003M01","Greece","EMU convergence criterion bond yields","4.43",""
"2003M02","Greece","EMU convergence criterion bond yields","4.24",""
"2003M03","Greece","EMU convergence criterion bond yields","4.26",""
"2003M04","Greece","EMU convergence criterion bond yields","4.38",""
"2003M05","Greece","EMU convergence criterion bond yields","4.02",""
"2003M06","Greece","EMU convergence criterion bond yields","3.81",""
"2003M07","Greece","EMU convergence criterion bond yields","4.12",""
"2003M08","Greece","EMU convergence criterion bond yields","4.29",""
"2003M09","Greece","EMU convergence criterion bond yields","4.32",""
"2003M10","Greece","EMU convergence criterion bond yields","4.38",""
"2003M11","Greece","EMU convergence criterion bond yields","4.51",""
"2003M12","Greece","EMU convergence criterion bond yields","4.45",""
"2004M01","Greece","EMU convergence criterion bond yields","4.37",""
"2004M02","Greece","EMU convergence criterion bond yields","4.35",""
"2004M03","Greece","EMU convergence criterion bond yields","4.17",""
"2004M04","Greece","EMU convergence criterion bond yields","4.35",""
"2004M05","Greece","EMU convergence criterion bond yields","4.49",""
"2004M06","Greece","EMU convergence criterion bond yields","4.55",""
"2004M07","Greece","EMU convergence criterion bond yields","4.44",""
"2004M08","Greece","EMU convergence criterion bond yields","4.28",""
"2004M09","Greece","EMU convergence criterion bond yields","4.22",""
"2004M10","Greece","EMU convergence criterion bond yields","4.11",""
"2004M11","Greece","EMU convergence criterion bond yields","3.97",""
"2004M12","Greece","EMU convergence criterion bond yields","3.77",""
"2005M01","Greece","EMU convergence criterion bond yields","3.69",""
"2005M02","Greece","EMU convergence criterion bond yields","3.69",""
"2005M03","Greece","EMU convergence criterion bond yields","3.92",""
"2005M04","Greece","EMU convergence criterion bond yields","3.76",""
"2005M05","Greece","EMU convergence criterion bond yields","3.60",""
"2005M06","Greece","EMU convergence criterion bond yields","3.44",""
"2005M07","Greece","EMU convergence criterion bond yields","3.46",""
"2005M08","Greece","EMU convergence criterion bond yields","3.47",""
"2005M09","Greece","EMU convergence criterion bond yields","3.30",""
"2005M10","Greece","EMU convergence criterion bond yields","3.45",""
"2005M11","Greece","EMU convergence criterion bond yields","3.67",""
"2005M12","Greece","EMU convergence criterion bond yields","3.57",""
"2006M01","Greece","EMU convergence criterion bond yields","3.60",""
"2006M02","Greece","EMU convergence criterion bond yields","3.77",""
"2006M03","Greece","EMU convergence criterion bond yields","3.95",""
"2006M04","Greece","EMU convergence criterion bond yields","4.23",""
"2006M05","Greece","EMU convergence criterion bond yields","4.30",""
"2006M06","Greece","EMU convergence criterion bond yields","4.31",""
"2006M07","Greece","EMU convergence criterion bond yields","4.33",""
"2006M08","Greece","EMU convergence criterion bond yields","4.19",""
"2006M09","Greece","EMU convergence criterion bond yields","4.06",""
"2006M10","Greece","EMU convergence criterion bond yields","4.08",""
"2006M11","Greece","EMU convergence criterion bond yields","3.98",""
"2006M12","Greece","EMU convergence criterion bond yields","4.04",""
"2007M01","Greece","EMU convergence criterion bond yields","4.28",""
"2007M02","Greece","EMU convergence criterion bond yields","4.30",""
"2007M03","Greece","EMU convergence criterion bond yields","4.20",""
"2007M04","Greece","EMU convergence criterion bond yields","4.40",""
"2007M05","Greece","EMU convergence criterion bond yields","4.51",""
"2007M06","Greece","EMU convergence criterion bond yields","4.80",""
"2007M07","Greece","EMU convergence criterion bond yields","4.79",""
"2007M08","Greece","EMU convergence criterion bond yields","4.62",""
"2007M09","Greece","EMU convergence criterion bond yields","4.56",""
"2007M10","Greece","EMU convergence criterion bond yields","4.58",""
"2007M11","Greece","EMU convergence criterion bond yields","4.43",""
"2007M12","Greece","EMU convergence criterion bond yields","4.53",""
"2008M01","Greece","EMU convergence criterion bond yields","4.40",""
"2008M02","Greece","EMU convergence criterion bond yields","4.36",""
"2008M03","Greece","EMU convergence criterion bond yields","4.42",""
"2008M04","Greece","EMU convergence criterion bond yields","4.54",""
"2008M05","Greece","EMU convergence criterion bond yields","4.74",""
"2008M06","Greece","EMU convergence criterion bond yields","5.17",""
"2008M07","Greece","EMU convergence criterion bond yields","5.15",""
"2008M08","Greece","EMU convergence criterion bond yields","4.87",""
"2008M09","Greece","EMU convergence criterion bond yields","4.88",""
"2008M10","Greece","EMU convergence criterion bond yields","4.93",""
"2008M11","Greece","EMU convergence criterion bond yields","5.09",""
"2008M12","Greece","EMU convergence criterion bond yields","5.08",""
"2009M01","Greece","EMU convergence criterion bond yields","5.60",""
"2009M02","Greece","EMU convergence criterion bond yields","5.70",""
"2009M03","Greece","EMU convergence criterion bond yields","5.87",""
"2009M04","Greece","EMU convergence criterion bond yields","5.50",""
"2009M05","Greece","EMU convergence criterion bond yields","5.22",""
"2009M06","Greece","EMU convergence criterion bond yields","5.33",""
"2009M07","Greece","EMU convergence criterion bond yields","4.89",""
"2009M08","Greece","EMU convergence criterion bond yields","4.52",""
"2009M09","Greece","EMU convergence criterion bond yields","4.56",""
"2009M10","Greece","EMU convergence criterion bond yields","4.57",""
"2009M11","Greece","EMU convergence criterion bond yields","4.84",""
"2009M12","Greece","EMU convergence criterion bond yields","5.49",""
"2010M01","Greece","EMU convergence criterion bond yields","6.02",""
"2010M02","Greece","EMU convergence criterion bond yields","6.46",""
"2010M03","Greece","EMU convergence criterion bond yields","6.24",""
"2010M04","Greece","EMU convergence criterion bond yields","7.83",""
"2010M05","Greece","EMU convergence criterion bond yields","7.97",""
"2010M06","Greece","EMU convergence criterion bond yields","9.10",""
"2010M07","Greece","EMU convergence criterion bond yields","10.34",""
"2010M08","Greece","EMU convergence criterion bond yields","10.70",""
"2010M09","Greece","EMU convergence criterion bond yields","11.34",""
"2010M10","Greece","EMU convergence criterion bond yields","9.57",""
"2010M11","Greece","EMU convergence criterion bond yields","11.52",""
"2010M12","Greece","EMU convergence criterion bond yields","12.01",""
"2011M01","Greece","EMU convergence criterion bond yields","11.73",""
"2011M02","Greece","EMU convergence criterion bond yields","11.40",""
"2011M03","Greece","EMU convergence criterion bond yields","12.44",""
"2011M04","Greece","EMU convergence criterion bond yields","13.86",""
"2011M05","Greece","EMU convergence criterion bond yields","15.94",""
"2011M06","Greece","EMU convergence criterion bond yields","16.69",""
"2011M07","Greece","EMU convergence criterion bond yields","16.15",""
"2011M08","Greece","EMU convergence criterion bond yields","15.90",""
"2011M09","Greece","EMU convergence criterion bond yields","17.78",""
"2011M10","Greece","EMU convergence criterion bond yields","18.04",""
"2011M11","Greece","EMU convergence criterion bond yields","17.92",""
"2011M12","Greece","EMU convergence criterion bond yields","21.14",""
"2012M01","Greece","EMU convergence criterion bond yields","25.91",""
"2012M02","Greece","EMU convergence criterion bond yields","29.24",""
"2012M03","Greece","EMU convergence criterion bond yields","19.07",""
"2012M04","Greece","EMU convergence criterion bond yields","21.48",""
"2012M05","Greece","EMU convergence criterion bond yields","26.90",""
"2012M06","Greece","EMU convergence criterion bond yields","27.82",""
"2012M07","Greece","EMU convergence criterion bond yields","25.82",""
"2012M08","Greece","EMU convergence criterion bond yields","24.34",""
"2012M09","Greece","EMU convergence criterion bond yields","20.91",""
"2012M10","Greece","EMU convergence criterion bond yields","17.96",""
"2012M11","Greece","EMU convergence criterion bond yields","17.20",""
